X,Y,Z,dip,azimuth,polarity,formation
111.080155,56.5,87.3214285,2.0835530298020233,83.60649690827269,1,Quaternary
126.6174879483882,81.12,23.75,39.14712971424124,55.68974161048669,1,Rhyolite
180.29191123116826,88.45,6.607142857142932,18.630485615567405,285.0467672435467,1,Qz-Rhyolite
277.40024282830313,109.5,-85.53571428571419,53.24982305152461,61.74043879072081,1,Dacite
