,X,Y,Z,X_c,Y_c,Z_c,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series,smooth
0,386.1615742474012,78.295,76.2500000714286,0.6103825746906607,0.5013447863001484,0.5600370956853616,0.03674312358289858,0.0008489733301996936,0.9993243828285839,2.1062621550830984,88.6763799472806,1.0,Quaternary,Default series,1,1,0.01
1,425.7111492675639,87.52000000000001,41.25000000000007,0.6543386185851193,0.5115976020312822,0.5211375237263344,-0.30646858192197773,0.029855242463809654,0.9514124619708892,17.933885617982966,275.5640249050654,1.0,Dacite_altered,Default series,3,1,0.01
2,486.4479966664991,96.025,-6.96428571428563,0.7218425431890516,0.5210501979980349,0.4675513787900951,-0.7689677732156287,0.2215437349287158,0.5996723582671932,53.15356436269553,286.0719745538107,1.0,Dacite,Default series,4,1,0.01
3,126.6174879483882,81.12,23.75,0.3219210363785451,0.5044845374590052,0.5016877377865141,-0.5214636687323072,-0.3558552232819343,0.7755273704099706,39.14712971424124,235.6897416104867,1.0,Rhyolite,Default series,6,1,0.01
