,surface,series,order_surfaces,isBasement,isFault,isActive,hasData,color,vertices,edges,sfai,id
0,Quaternary,Default series,1,False,False,True,True,#015482,,,,1
1,Rhyodacite,Default series,2,False,False,True,True,#9f0052,,,,2
2,Dacite_altered,Default series,3,False,False,True,True,#ffbe00,,,,3
3,Dacite,Default series,4,False,False,True,True,#728f02,,,,4
4,basement,Basement,1,True,False,True,False,#443988,,,,5
