,X,Y,Z,X_c,Y_c,Z_c,G_x,G_y,G_z,dip,azimuth,polarity,surface,series,id,order_series,smooth
0,386.1615742474012,78.295,76.2500000714286,0.44107222220463166,0.47151070559320774,0.6394732493795641,0.03674312358289858,0.0008489733301996936,0.9993243828285839,2.1062621550830984,88.6763799472806,1.0,Quaternary,Default series,1,1,0.01
1,425.7111492675639,87.52000000000001,41.25000000000007,0.5382944443813255,0.4941879404085696,0.5534349599316003,-0.30646858192197773,0.029855242463809654,0.9514124619708892,17.933885617982966,275.5640249050654,1.0,Dacite_altered,Default series,3,1,0.01
2,486.4479966664991,96.025,-6.96428571428563,0.6875999999813747,0.5150952447017569,0.4349128267502665,-0.7689677732156287,0.2215437349287158,0.5996723582671932,53.15356436269553,286.0719745538107,1.0,Dacite,Default series,4,1,0.01
